episode,time,price,action,portfolio,reward,total value
1,58,7.85,0.0,136.47540983606558,0.0034801089013343765,120072.33196721312
1,59,7.91,0.0,136.47540983606558,0.0036165825926303156,120080.52049180328
1,60,7.89,0.0,136.47540983606558,0.004026002837863425,120077.79098360655
1,61,7.9,0.0,136.47540983606558,0.0038895295659776806,120079.15573770492
1,62,8.02,0.0,136.47540983606558,0.003957766220349146,120095.53278688525
1,63,8.01,0.0,136.47540983606558,0.004776603016208216,120094.16803278688
1,64,7.96,0.0,136.47540983606558,0.004708366846061778,120087.34426229508
1,65,7.86,0.0,136.47540983606558,0.004367185350335206,120073.69672131147
1,66,7.72,0.0,136.47540983606558,0.0036848193880753464,120054.59016393442
1,67,7.79,0.0,136.47540983606558,0.002729501418267045,120064.14344262295
1,68,7.74,0.0,136.47540983606558,0.0032071611349188964,120057.31967213115
1,69,7.71,0.0,136.47540983606558,0.002865975759652181,120053.22540983607
1,70,7.81,0.0,136.47540983606558,0.0026612642091289346,120066.87295081967
1,71,7.79,0.0,136.47540983606558,0.00334363508040294,120064.14344262295
1,72,7.85,128.2413350449294,264.71674488099495,0.002707165517743214,120080.02644731582
1,73,7.87,0.0,264.71674488099495,0.004001301011429415,120085.32078221343
1,74,7.8,0.0,264.71674488099495,0.004266013231516996,120066.79061007177
1,75,7.75,0.0,264.71674488099495,0.0033395180889791475,120053.55477282772
1,76,7.79,0.0,264.71674488099495,0.0026777322413551077,120064.14344262295
1,77,7.76,0.0,264.71674488099495,0.0032071611349188964,120056.20194027651
1,78,7.78,0.0,264.71674488099495,0.002810089617069365,120061.49627517414
1,79,7.85,0.0,264.71674488099495,0.0030748040684889662,120080.02644731582
1,80,7.84,0.0,264.71674488099495,0.004001301011429415,120077.379279867
1,81,7.93,0.0,264.71674488099495,0.0038689446887767913,120101.20378690629
1,82,7.92,0.0,264.71674488099495,0.005060146156170157,120098.55661945748
1,83,8.1,0.0,264.71674488099495,0.004927791084903837,120146.20563353605
1,84,8.21,0.0,264.71674488099495,0.007310151458570295,120175.32447547297
1,85,8.13,0.0,264.71674488099495,0.008765999228821734,120154.1471358825
1,86,8.11,0.0,264.71674488099495,0.0077072041834830105,120148.85280098487
1,87,8.1,0.0,264.71674488099495,0.007442502629172091,120146.20563353605
1,88,8.04,0.0,264.71674488099495,0.007310151458570295,120130.3226288432
1,89,8.06,0.0,264.71674488099495,0.006516039218813629,120135.61696374082
1,90,8.22,0.0,264.71674488099495,0.006780744261373546,120177.97164292178
1,91,8.24,121.53284671532846,386.2495915963234,0.008398384683687211,120185.69663475371
1,92,8.17,0.0,386.2495915963234,0.009284564937650043,120158.65916334196
1,93,8.22,0.0,386.2495915963234,0.007932791759441124,120177.97164292178
1,94,8.3,0.0,386.2495915963234,0.008898347276151927,120208.87161024948
1,95,8.32,0.0,386.2495915963234,0.010443200840923254,120216.59660208141
1,96,8.38,0.0,386.2495915963234,0.010829406730930172,120239.7715775772
1,97,8.38,0.0,386.2495915963234,0.011988004554954428,120239.7715775772
1,98,8.35,0.0,386.2495915963234,0.011988004554954428,120228.1840898293
1,99,8.34,0.0,386.2495915963234,0.0114087094720579,120224.32159391334
1,100,8.35,0.0,386.2495915963234,0.011215609390065117,120228.1840898293
1,101,8.38,0.0,386.2495915963234,0.0114087094720579,120239.7715775772
1,102,8.46,0.0,386.2495915963234,0.011988004554954428,120270.6715449049
1,103,8.52,0.0,386.2495915963234,0.013532751046088627,120293.84652040068
1,104,8.54,0.0,386.2495915963234,0.014691268927714107,120301.57151223261
1,105,8.56,0.0,386.2495915963234,0.01507743294326443,120309.29650406452
1,106,8.62,0.0,386.2495915963234,0.015463592461070517,120332.4714795603
1,107,8.76,0.0,386.2495915963234,0.016622042876650662,120386.54642238379
1,108,8.81,0.0,386.2495915963234,0.019324914935126305,120405.85890196361
1,109,8.69,0.0,386.2495915963234,0.02029015998752478,120359.50895097206
1,110,8.7,0.0,386.2495915963234,0.01797351174294728,120363.37144688802
1,111,8.71,0.0,386.2495915963234,0.01816657347779281,120367.23394280397
1,112,8.65,0.0,386.2495915963234,0.01835963385796071,120344.0589673082
1,113,8.68,0.0,386.2495915963234,0.017201251544546253,120355.64645505609
1,114,8.86,115.09216589861751,501.3417574949409,0.01728060233789732,120445.88797140517
1,115,8.87,0.0,501.3417574949409,0.022290705566987378,120450.90138898013
1,116,8.82,0.0,501.3417574949409,0.022541250488302987,120425.83430110538
1,117,8.81,0.0,501.3417574949409,0.021288498196931013,120420.82088353042
1,118,8.79,0.0,501.3417574949409,0.021037939590429905,120410.79404838053
1,119,8.76,0.0,501.3417574949409,0.02053681448076052,120395.75379565568
1,120,8.79,0.0,501.3417574949409,0.01978510754631339,120410.79404838053
1,121,8.9,0.0,501.3417574949409,0.02053681448076052,120465.94164170498
1,122,8.81,0.0,501.3417574949409,0.023292868138342995,120420.82088353042
1,123,8.82,0.0,501.3417574949409,0.021037939590429905,120425.83430110538
1,124,8.95,0.0,501.3417574949409,0.021288498196931013,120491.00872957973
1,125,8.97,0.0,501.3417574949409,0.024545505289311386,120501.03556472962
1,126,8.96,0.0,501.3417574949409,0.02504653878996824,120496.02214715467
1,127,9.01,0.0,501.3417574949409,0.02479602359676161,120521.08923502942
1,128,9.11,0.0,501.3417574949409,0.02604856779189335,120571.22341077891
1,129,8.97,0.0,501.3417574949409,0.02855340690469114,120501.03556472962
1,130,8.98,0.0,501.3417574949409,0.02504653878996824,120506.04898230456
1,131,9.09,0.0,501.3417574949409,0.0252970508375058,120561.19657562902
1,132,9.04,0.0,501.3417574949409,0.028052466760653767,120536.12948775427
1,133,9.04,0.0,501.3417574949409,0.0268000553041542,120536.12948775427
1,134,8.99,0.0,501.3417574949409,0.0268000553041542,120511.06239987952
1,135,9.06,0.0,501.3417574949409,0.025547559707953287,120546.15632290416
1,136,9.06,0.0,501.3417574949409,0.027301030203394562,120546.15632290416
1,137,8.73,0.0,501.3417574949409,0.027301030203394562,120380.71354293084
1,138,9.01,0.0,501.3417574949409,0.019033378242768295,120521.08923502942
1,139,9.1,0.0,501.3417574949409,0.02604856779189335,120566.20999320396
1,140,9.19,0.0,501.3417574949409,0.028302938609687706,120611.33075137851
1,141,9.29,0.0,501.3417574949409,0.030557021551916513,120661.464927128
1,142,9.13,0.0,501.3417574949409,0.03306119268782594,120581.25024592881
1,143,9.14,0.0,501.3417574949409,0.029054332707003465,120586.26366350376
1,144,9.2,0.0,501.3417574949409,0.02930479015151754,120616.34416895345
1,145,8.96,0.0,501.3417574949409,0.03080745644783587,120496.02214715467
1,146,8.79,0.0,501.3417574949409,0.02479602359676161,120410.79404838053
1,147,8.61,0.0,501.3417574949409,0.02053681448076052,120320.55253203143
1,148,8.73,0.0,501.3417574949409,0.016026254324616327,120380.71354293084
1,149,8.57,0.0,501.3417574949409,0.019033378242768295,120300.49886173164
1,150,8.82,0.0,501.3417574949409,0.015023812567135352,120425.83430110538
1,151,8.84,0.0,501.3417574949409,0.021288498196931013,120435.86113625528
1,152,8.84,0.0,501.3417574949409,0.021789607356035464,120435.86113625528
1,153,8.86,0.0,501.3417574949409,0.021789607356035464,120445.88797140517
1,154,8.82,0.0,501.3417574949409,0.022290705566987378,120425.83430110538
1,155,8.84,113.26530612244898,614.6070636173899,0.02078871951888823,120438.12644237773
1,156,8.99,0.0,614.6070636173899,0.02190281860537438,120530.31750192033
1,157,8.96,0.0,614.6070636173899,0.026509662479926848,120511.87929001181
1,158,8.86,0.0,614.6070636173899,0.025588377513649792,120450.41858365007
1,159,8.74,0.0,614.6070636173899,0.022517122474537323,120376.66573601599
1,160,8.88,0.0,614.6070636173899,0.018831060440271944,120462.71072492242
1,161,8.94,0.0,614.6070636173899,0.02313140934101169,120499.58714873946
1,162,8.95,0.0,614.6070636173899,0.02497416329098081,120505.73321937564
1,163,8.91,0.0,614.6070636173899,0.025281272788238236,120481.14893683094
1,164,9.01,0.0,614.6070636173899,0.024052806747098643,120542.60964319269
1,165,8.95,0.0,614.6070636173899,0.027123827536990247,120505.73321937564
1,166,9.02,0.0,614.6070636173899,0.025281272788238236,120548.75571382885
1,167,9.06,0.0,614.6070636173899,0.027430902415757973,120573.33999637356
1,168,9.03,0.0,614.6070636173899,0.02865914958219773,120554.90178446504
1,169,8.88,0.0,614.6070636173899,0.02773797211752533,120462.71072492242
1,170,8.69,0.0,614.6070636173899,0.02313140934101169,120345.93538283512
1,171,8.74,0.0,614.6070636173899,0.01729504440927278,120376.66573601599
1,172,8.56,0.0,614.6070636173899,0.018831060440271944,120266.03646456485
1,173,8.48,0.0,614.6070636173899,0.013301038748875978,120216.86789947547
1,174,8.13,0.0,614.6070636173899,0.010842970007805824,120001.75542720938
1,175,8.09,122.8782287822878,737.4852923996777,-0.00041222861618046434,119972.2560155134
1,176,8.08,0.0,737.4852923996777,-0.0013871983345249406,119964.8811625894
1,177,8.19,0.0,737.4852923996777,-0.001755940065814991,120046.00454475336
1,178,8.26,0.0,737.4852923996777,0.0023002231808078636,120097.62851522134
1,179,8.38,0.0,737.4852923996777,0.004881386989382243,120186.1267503093
1,180,8.46,0.0,737.4852923996777,0.009306068857266682,120245.12557370127
1,181,8.52,0.0,737.4852923996777,0.012255665024049678,120289.37469124525
1,182,8.61,0.0,737.4852923996777,0.014467724997861916,120355.74836756123
1,183,8.57,0.0,737.4852923996777,0.017785542681654262,120326.24895586525
1,184,8.38,0.0,737.4852923996777,0.01631100105513671,120186.1267503093
1,185,8.29,0.0,737.4852923996777,0.009306068857266682,120119.75307399333
1,186,8.2,0.0,737.4852923996777,0.005987582144245421,120053.37939767736
1,187,8.24,0.0,737.4852923996777,0.0026689635465057954,120082.87880937335
1,188,8.4,0.0,737.4852923996777,0.004143916748579849,120200.87645615729
1,189,8.46,0.0,737.4852923996777,0.010043485086645432,120245.12557370127
1,190,8.5,0.0,737.4852923996777,0.012255665024049678,120274.62498539725
1,191,8.54,0.0,737.4852923996777,0.013730386338713412,120304.12439709324
1,192,8.55,0.0,737.4852923996777,0.015205047922765839,120311.49925001725
1,193,8.51,0.0,737.4852923996777,0.01557370323440308,120281.99983832125
1,194,8.38,0.0,737.4852923996777,0.01409905758497133,120186.1267503093
1,195,8.41,0.0,737.4852923996777,0.009306068857266682,120208.25130908129
1,196,8.51,0.0,737.4852923996777,0.01041218915499497,120281.99983832125
1,197,8.48,0.0,737.4852923996777,0.01409905758497133,120259.87527954926
1,198,8.52,0.0,737.4852923996777,0.012993032746895844,120289.37469124525
1,199,8.35,0.0,737.4852923996777,0.014467724997861916,120164.0021915373
1,200,8.49,0.0,737.4852923996777,0.008199925785107375,120267.25013247326
1,201,8.52,0.0,737.4852923996777,0.013361711359287213,120289.37469124525
1,202,8.47,0.0,737.4852923996777,0.014467724997861916,120252.50042662527
1,203,8.43,0.0,737.4852923996777,0.012624350601746364,120223.00101492928
1,204,8.45,0.0,737.4852923996777,0.011149588697840756,120237.75072077727
1,205,8.4,0.0,737.4852923996777,0.011886976114020424,120200.87645615729
1,206,8.51,0.0,737.4852923996777,0.010043485086645432,120281.99983832125
1,207,8.47,0.0,737.4852923996777,0.01409905758497133,120252.50042662527
1,208,8.36,0.0,737.4852923996777,0.012624350601746364,120171.3770444613
1,209,8.4,0.0,737.4852923996777,0.008568642505914003,120200.87645615729
1,210,8.45,0.0,737.4852923996777,0.010043485086645432,120237.75072077727
1,211,8.33,0.0,737.4852923996777,0.011886976114020424,120149.25248568931
1,212,8.24,0.0,737.4852923996777,0.007462485754475967,120082.87880937335
1,213,8.27,0.0,737.4852923996777,0.004143916748579849,120105.00336814534
1,214,8.26,0.0,737.4852923996777,0.005250120168781745,120097.62851522134
1,215,8.31,0.0,737.4852923996777,0.004881386989382243,120134.50277984132
1,216,8.26,0.0,737.4852923996777,0.006725037606838044,120097.62851522134
1,217,8.39,0.0,737.4852923996777,0.004881386989382243,120193.5016032333
1,218,8.42,119.07032181168056,856.5556142113583,0.009174822711174174,120219.19827165964
1,219,8.5,0.0,856.5556142113583,0.01095947477020112,120287.72272079655
1,220,8.55,0.0,856.5556142113583,0.014385143666044204,120330.55050150711
1,221,8.59,0.0,856.5556142113583,0.01652602035855652,120364.81272607557
1,222,8.61,0.0,856.5556142113583,0.018238613559869638,120381.94383835979
1,223,8.69,0.0,856.5556142113583,0.019094870657216007,120450.4682874967
1,224,8.68,0.0,856.5556142113583,0.02251960640668547,120441.9027313546
1,225,8.69,0.0,856.5556142113583,0.022091541690888197,120450.4682874967
1,226,8.63,0.0,856.5556142113583,0.02251960640668547,120399.07495064402
1,227,8.6,0.0,856.5556142113583,0.01995109974545644,120373.37828221769
1,228,8.54,0.0,856.5556142113583,0.018666745531239284,120321.984945365
1,229,8.59,0.0,856.5556142113583,0.01609785651387487,120364.81272607557
1,230,8.67,0.0,856.5556142113583,0.018238613559869638,120433.33717521248
1,231,8.65,0.0,856.5556142113583,0.021663468874902083,120416.20606292825
1,232,8.44,0.0,856.5556142113583,0.020807299569618486,120236.32938394387
1,233,8.49,0.0,856.5556142113583,0.011815919254202268,120279.15716465443
1,234,8.47,0.0,856.5556142113583,0.013956951871634793,120262.0260523702
1,235,8.47,0.0,856.5556142113583,0.013100553082740158,120262.0260523702
1,236,8.42,0.0,856.5556142113583,0.013100553082740158,120219.19827165964
1,237,8.38,0.0,856.5556142113583,0.01095947477020112,120184.93604709118
1,238,8.37,0.0,856.5556142113583,0.009246538819367782,120176.37049094906
1,239,8.29,0.0,856.5556142113583,0.008818295959667495,120107.84604181215
1,240,8.28,120.50663449939688,977.0622487107552,0.0048922630591846416,120098.07541932505
1,241,8.33,0.0,977.0622487107552,0.004903731659686493,120146.9285317606
1,242,8.32,0.0,977.0622487107552,0.007346294428708726,120137.15790927349
1,243,8.3,0.0,977.0622487107552,0.006857787955086577,120117.61666429928
1,244,8.34,0.0,977.0622487107552,0.005880765421265633,120156.6991542477
1,245,8.38,0.0,977.0622487107552,0.007834797395948345,120195.78164419613
1,246,8.39,0.0,977.0622487107552,0.00978876953850168,120205.55226668324
1,247,8.43,0.0,977.0622487107552,0.010277251476960911,120244.63475663167
1,248,8.34,0.0,977.0622487107552,0.012231127849263414,120156.6991542477
1,249,8.37,0.0,977.0622487107552,0.007834797395948345,120186.01102170903
1,250,8.42,0.0,977.0622487107552,0.00930028292806336,120234.86413414456
1,251,8.49,0.0,977.0622487107552,0.011742666929568008,120303.25849155431
1,252,8.42,0.0,977.0622487107552,0.015161762626937284,120234.86413414456
1,253,8.46,0.0,977.0622487107552,0.011742666929568008,120273.94662409299
1,254,8.47,0.0,977.0622487107552,0.01369647465207292,120283.7172465801
1,255,8.49,0.0,977.0622487107552,0.014184910824146031,120303.25849155431
1,256,8.53,0.0,977.0622487107552,0.015161762626937284,120342.34098150274
1,257,8.5,0.0,977.0622487107552,0.017115377543743624,120313.02911404142
1,258,8.47,0.0,977.0622487107552,0.015650177791680688,120283.7172465801
1,259,8.48,0.0,977.0622487107552,0.014184910824146031,120293.4878690672
1,260,8.54,0.0,977.0622487107552,0.0146733402267655,120352.11160398985
1,261,8.48,116.97892271662765,1094.0411714273828,0.01710391202549713,120286.4691337042
1,262,8.47,0.0,1094.0411714273828,0.014322477225392361,120275.52872198993
1,263,8.54,0.0,1094.0411714273828,0.013775564621506793,120352.11160398985
1,264,8.69,0.0,1094.0411714273828,0.017603761437249545,120516.21777970396
1,265,8.76,0.0,1094.0411714273828,0.025805158756985396,120592.80066170388
1,266,8.8,0.0,1094.0411714273828,0.02963135623282222,120636.56230856097
1,267,8.81,0.0,1094.0411714273828,0.03181737218072558,120647.50272027524
1,268,8.83,0.0,1094.0411714273828,0.03236382942732821,120669.38354370379
1,269,8.76,0.0,1094.0411714273828,0.0334566855497614,120592.80066170388
1,270,8.84,0.0,1094.0411714273828,0.02963135623282222,120680.32395541806
1,271,8.72,0.0,1094.0411714273828,0.03400308377368268,120549.03901484678
1,272,8.79,0.0,1094.0411714273828,0.02744505680259877,120625.62189684669
1,273,8.75,0.0,1094.0411714273828,0.031270895911881244,120581.8602499896
1,274,8.76,0.0,1094.0411714273828,0.029084807136151972,120592.80066170388
1,275,8.79,0.0,1094.0411714273828,0.02963135623282222,120625.62189684669
1,276,8.9,0.0,1094.0411714273828,0.031270895911881244,120745.96642570371
1,277,8.95,0.0,1094.0411714273828,0.03728103486756442,120800.66848427507
1,278,8.96,0.0,1094.0411714273828,0.04001205105856306,120811.60889598935
1,279,8.96,0.0,1094.0411714273828,0.04055818387597716,120811.60889598935
1,280,9.02,0.0,1094.0411714273828,0.04055818387597716,120877.25136627498
1,281,9.16,0.0,1094.0411714273828,0.04383446051536289,121030.41713027483
1,282,9.19,109.06113537117903,1203.1023067985618,0.0509766312927516,121066.51019947878
1,283,9.07,0.0,1203.1023067985618,0.053275021749302626,120922.13792266295
1,284,9.18,0.0,1203.1023067985618,0.04607425183997063,121054.4791764108
1,285,9.2,0.0,1203.1023067985618,0.052675158783352875,121078.54122254677
1,286,9.22,0.0,1203.1023067985618,0.053874846268091456,121102.60326868274
1,287,9.29,0.0,1203.1023067985618,0.05507437824281223,121186.82043015864
1,288,9.31,0.0,1203.1023067985618,0.0592714658412182,121210.88247629462
1,289,9.27,0.0,1203.1023067985618,0.060470255457636186,121162.75838402267
1,290,9.28,0.0,1203.1023067985618,0.05807250524218528,121174.78940709065
1,291,9.29,0.0,1203.1023067985618,0.05867200669988439,121186.82043015864
1,292,9.38,0.0,1203.1023067985618,0.0592714658412182,121295.09963777052
1,293,9.42,0.0,1203.1023067985618,0.06466462308035502,121343.22373004246
1,294,9.46,0.0,1203.1023067985618,0.06706038872094286,121391.34782231439
1,295,9.53,0.0,1203.1023067985618,0.06945538132140122,121475.56498379029
1,296,9.58,0.0,1203.1023067985618,0.07364467601535743,121535.72009913022
1,297,9.57,0.0,1203.1023067985618,0.07663544761351974,121523.68907606223
1,298,9.51,0.0,1203.1023067985618,0.07603740186727333,121451.50293765432
1,299,9.57,0.0,1203.1023067985618,0.07244799332881224,121523.68907606223
1,300,9.56,0.0,1203.1023067985618,0.07603740186727333,121511.65805299426
1,301,9.46,0.0,1203.1023067985618,0.07543930140884417,121391.34782231439
1,302,9.52,0.0,1203.1023067985618,0.06945538132140122,121463.53396072231
1,303,9.51,0.0,1203.1023067985618,0.07304636096387239,121451.50293765432
1,304,9.67,0.0,1203.1023067985618,0.07244799332881224,121643.99930674209
1,305,9.77,0.0,1203.1023067985618,0.08201532716707256,121764.30953742194
1,306,9.77,0.0,1203.1023067985618,0.08798735685863972,121764.30953742194
1,307,9.77,0.0,1203.1023067985618,0.08798735685863972,121764.30953742194
1,308,9.82,0.0,1203.1023067985618,0.08798735685863972,121824.46465276188
1,309,9.83,0.0,1203.1023067985618,0.09097102864771248,121836.49567582986
1,310,9.61,0.0,1203.1023067985618,0.09156756881049978,121571.81316833418
1,311,9.62,0.0,1203.1023067985618,0.07842925232739403,121583.84419140217
1,312,9.68,0.0,1203.1023067985618,0.07902707497393896,121656.03032981008
1,313,9.63,0.0,1203.1023067985618,0.08261280242892749,121595.87521447016
1,314,9.52,0.0,1203.1023067985618,0.07962484078361665,121463.53396072231
1,315,9.46,0.0,1203.1023067985618,0.07304636096387239,121391.34782231439
1,316,9.45,0.0,1203.1023067985618,0.06945538132140122,121379.31679924642
1,317,9.41,0.0,1203.1023067985618,0.06885670713986866,121331.19270697447
1,318,9.41,0.0,1203.1023067985618,0.06646151871433814,121331.19270697447
1,319,9.46,0.0,1203.1023067985618,0.06646151871433814,121391.34782231439
1,320,9.43,0.0,1203.1023067985618,0.06945538132140122,121355.25475311044
1,321,9.41,0.0,1203.1023067985618,0.06765921041236518,121331.19270697447
1,322,9.36,0.0,1203.1023067985618,0.06646151871433814,121271.03759163454
1,323,9.43,0.0,1203.1023067985618,0.06346645892520043,121355.25475311044
1,324,9.45,105.93849416755037,1309.040800966112,0.06716148250028055,121381.43556912975
1,325,9.53,0.0,1309.040800966112,0.06896214258406008,121486.15883320705
1,326,9.61,0.0,1309.040800966112,0.07417147507960051,121590.88209728434
1,327,9.74,0.0,1309.040800966112,0.07937676284491174,121761.05740140993
1,328,9.65,0.0,1309.040800966112,0.08782600661622618,121643.24372932297
1,329,9.62,0.0,1309.040800966112,0.08197780229996621,121603.97250529399
1,330,9.69,0.0,1309.040800966112,0.08002712544640712,121695.60536136162
1,331,9.78,0.0,1309.040800966112,0.08457772550316663,121813.41903344858
1,332,9.87,0.0,1309.040800966112,0.09042329074560682,121931.23270553553
1,333,9.84,0.0,1309.040800966112,0.09626263203619202,121891.96148150654
1,334,9.86,0.0,1309.040800966112,0.09431690088673851,121918.14229752586
1,335,9.84,0.0,1309.040800966112,0.09561413597884147,121891.96148150654
1,336,9.83,0.0,1309.040800966112,0.09431690088673851,121878.87107349688
1,337,9.74,0.0,1309.040800966112,0.09366816293337675,121761.05740140993
1,338,9.71,0.0,1309.040800966112,0.08782600661622618,121721.78617738094
1,339,9.47,0.0,1309.040800966112,0.08587725760171074,121407.61638514909
1,340,9.44,0.0,1309.040800966112,0.07026483953465346,121368.3451611201
1,341,9.54,0.0,1309.040800966112,0.06831070562574638,121499.2492412167
1,342,9.57,0.0,1309.040800966112,0.07482236300506659,121538.52046524569
1,343,9.52,0.0,1309.040800966112,0.07677464209840969,121473.06842519739
1,344,9.4,104.93697478991596,1413.977775756028,0.0730232083478084,121303.39109210667
1,345,9.48,0.0,1413.977775756028,0.06507745116493568,121416.50931416714
1,346,9.44,0.0,1413.977775756028,0.07070727684813267,121359.9502031369
1,347,9.36,0.0,1413.977775756028,0.06789290446305597,121246.83198107642
1,348,9.48,0.0,1413.977775756028,0.06226096138851748,121416.50931416714
1,349,9.44,0.0,1413.977775756028,0.07070727684813267,121359.9502031369
1,350,9.4,0.0,1413.977775756028,0.06789290446305597,121303.39109210667
1,351,9.34,0.0,1413.977775756028,0.06507745116493568,121218.5524255613
1,352,9.18,0.0,1413.977775756028,0.06085234172489839,120992.31598144033
1,353,9.1,0.0,1413.977775756028,0.049575125596392544,120879.19775937985
1,354,9.06,0.0,1413.977775756028,0.04393159276012,120822.63864834962
1,355,9.07,0.0,1413.977775756028,0.04110875194489783,120836.77842610718
1,356,9.03,0.0,1413.977775756028,0.041814525441618816,120780.21931507693
1,357,9.12,0.0,1413.977775756028,0.03899118810964383,120907.47731489498
1,358,9.1,0.0,1413.977775756028,0.04534275298087374,120879.19775937985
1,359,9.12,0.0,1413.977775756028,0.04393159276012,120907.47731489498
1,360,9.19,0.0,1413.977775756028,0.04534275298087374,121006.4557591979
1,361,9.33,0.0,1413.977775756028,0.05028035208754856,121204.41264780374
1,362,9.3,0.0,1413.977775756028,0.060147940634836895,121161.99331453106
1,363,9.31,0.0,1413.977775756028,0.05803438068955529,121176.13309228863
1,364,9.39,0.0,1413.977775756028,0.0587389594203761,121289.25131434911
1,365,9.32,0.0,1413.977775756028,0.06437342415346996,121190.27287004617
1,366,9.41,0.0,1413.977775756028,0.05944347963443862,121317.53086986422
1,367,9.37,106.16365568544101,1520.141431441469,0.06528356066011898,121256.72521260656
1,368,9.37,0.0,1520.141431441469,0.062753690230075,121256.72521260656
1,369,9.28,0.0,1520.141431441469,0.062753690230075,121119.91248377683
1,370,9.28,0.0,1520.141431441469,0.05593717255282608,121119.91248377683
1,371,9.22,0.0,1520.141431441469,0.05593717255282608,121028.70399789035
1,372,9.19,0.0,1520.141431441469,0.05138988920138754,120983.09975494709
1,373,9.05,0.0,1520.141431441469,0.049115436335571507,120770.27995454529
1,374,9.06,0.0,1520.141431441469,0.03849496605526052,120785.4813688597
1,375,9.03,0.0,1520.141431441469,0.03925388809939124,120739.87712591646
1,376,9.11,0.0,1520.141431441469,0.036976989604897176,120861.48844043179
1,377,9.12,0.0,1520.141431441469,0.04304780160013876,120876.68985474619
1,378,9.1,0.0,1520.141431441469,0.043806438850539975,120846.28702611737
1,379,9.14,0.0,1520.141431441469,0.042289114703851105,120907.09268337503
1,380,9.15,0.0,1520.141431441469,0.04532356092759491,120922.29409768945
1,381,9.2,0.0,1520.141431441469,0.04608204401178801,120998.30116926151
1,382,9.16,0.0,1520.141431441469,0.04987364506202448,120937.49551200385
1,383,9.15,0.0,1520.141431441469,0.04684047396518286,120922.29409768945
