time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.0400000000000014,0.5430532716317037,-1.5963705167988544,13.578570660119164,6.01937087540149,6.213941243896631,0.0,0.868567785049964,-2.5930364069076606,3.218780069390009,-0.2192059360352991,-0.0006295733566257884,0.0,470.52613273903,469.39699276021645,470.56397195793164,470.2862048923249
2.1000000000000014,0.5966729924044626,-1.7578336527292362,13.775166364065893,6.006124954502738,6.214134418797862,0.0,0.9186931231861059,-2.7903439595530415,3.3333880798002165,-0.22407570849285247,0.009980299585233818,0.0,462.60314924114795,463.43784691938686,465.38552132042804,464.9582458412293
2.1600000000000015,0.6531013734558535,-1.930669893486539,13.975904707893868,5.992639197110476,6.214669446299817,0.0,0.9621644925600756,-2.972066599377571,3.357168279689382,-0.2261703416114501,0.006701142334299559,0.0,436.9614109103061,436.68782062949487,437.2584401849377,437.03283252605496
2.2200000000000015,0.7119590819634062,-2.113968885103285,14.175654592313316,5.979464038900776,6.215043485756219,0.0,0.9997110281190703,-3.1390181674359976,3.3007291306465465,-0.20891893915679435,0.005282896117634881,0.0,410.9240062672408,410.7981523207504,410.4054137151595,411.88158743853637
2.2800000000000016,0.7732743879104212,-2.3084567247566445,14.374938509305364,5.966978184568413,6.216102015467072,0.0,1.044014393610666,-3.345036969549264,3.341209656205412,-0.2065061883968565,0.03500041924931628,0.0,444.6066448553504,447.03495746152123,444.67125798840556,444.8263127922712
2.3400000000000016,0.8373027049049897,-2.51595609417431,14.577760968585,5.954690327841078,6.218206440180808,0.0,1.0899865534128228,-3.5727382845175533,3.4184771977863457,-0.20158773687315695,0.03521996382776262,0.0,458.9407051995335,458.9586170405174,459.28122399667694,459.6314917326139
2.4000000000000017,0.9042223313759029,-2.7382905508940834,14.787765456071048,5.943378427854725,6.21996268880924,0.0,1.140352423560115,-3.839488513671188,3.580178068340739,-0.170504326744389,0.013411152004822798,0.0,488.3424611808783,486.7129908294475,487.1417630938475,489.42874233207897
2.4600000000000017,0.9740891602241022,-2.976716531374252,15.006842001329181,5.933065881747826,6.2203567837716705,0.0,1.188387659189867,-4.108947461069199,3.7209253857496707,-0.17476591864139274,-0.012877529566014404,0.0,484.9707712492658,482.99191107763494,485.3387457201889,484.993087811223
2.520000000000002,1.0466638897834435,-3.230640747224333,15.23174668122722,5.922097304323486,6.219789754763095,0.0,1.2307810410483846,-4.3561071768161925,3.7747577216308197,-0.20814937339700437,-0.003352403824607891,0.0,459.9727283099042,460.7266556144151,461.45388288773626,458.7782825580012
2.580000000000002,1.1217970866663785,-3.4996879351432475,15.459896278427296,5.909603380195417,6.219058989659228,0.0,1.273630422450487,-4.613191128362702,3.8289256406315193,-0.20839768184033813,-0.04279910508437651,0.0,464.4287564832788,461.32398303151206,463.11276593486537,463.05248443312
